Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,Final Score
3.93,8.68,3.23,96.72,86.27,118.51
4.27,3.26,4.31,99.82,88.62,104.96
6.49,4.31,2.25,85.19,81.54,125.03
1.42,4.18,1.92,96.56,84.89,84.35
7.95,4.14,2.48,65.64,64.06,124.34
1.99,5.15,0.18,65.1,93.53,89.93
3.28,6.8,4.17,91.44,68.57,96.43
3.84,3.3,2.57,78.1,74.79,92.71
1.48,4.12,0.96,95.26,55.33,74.49
2.31,7.61,0.9,63.92,54.18,82.72
4.69,7.84,3.9,64.68,70.81,105.62
4.18,7.2,3.91,87.71,71.66,106.38
6.5,8.76,0.04,69.99,73.33,135.01
4.05,8.6,2.74,65.61,82.65,109.55
1.13,5.47,0.59,66.43,50.21,65.46
6.81,6.05,4.44,97.21,60.08,123.72
7.64,7.49,2.91,51.61,68.08,128.14
7.38,8.6,0.5,66.54,71.2,139.71
3.12,7.52,0.99,82.7,64.44,99.22
2.2,8.9,4.84,96.4,57.28,88.68
5.1,3.72,3.29,66.4,88.72,105.88
1.42,3.16,3.2,94.06,51.72,64.78
7.65,4.21,3.01,51.6,51.97,111.7
4.33,4.44,0.72,84.11,61.79,100.8
7.84,5.36,2.94,97.39,67.97,137.19
3.37,5.04,3.87,85.12,54.65,85.13
7.95,5.56,1.26,75.45,64.46,134.09
3.97,7.32,4.57,57.5,64.14,91.45
1.49,6.04,4.94,91.54,63.39,74.48
3.66,3.19,2.69,83.73,66.1,88.74
4.71,6.37,3.87,91.03,87.92,116.25
2.82,8.9,2.25,59.75,64.67,91.35
1.45,5.08,3.81,89.71,85.02,81.58
7.79,4.75,0.36,73.67,55.52,127.96
1.14,3.26,3.22,67.16,89.03,69.4
7.97,6.75,4.16,98.68,76.39,143.85
5.84,6.27,1.74,67.74,97.85,127.31
2.77,5.25,2.73,52.22,54.77,72.78
4.11,7.04,1.41,70.94,90.65,112.86
6.28,4.34,3.98,96.16,90.45,126.65
5.79,5.13,4.26,65.08,87.95,113.72
2.56,5.93,0.61,57.05,87.84,91.88
5.39,8.32,0.84,93.3,89.58,135.64
1.23,5.89,2.0,67.88,92.95,82.26
1.98,4.74,1.1,89.09,53.35,77.89
4.35,5.58,1.42,50.5,91.92,104.93
4.67,8.72,3.41,67.53,71.35,110.17
5.71,6.95,4.75,64.25,73.35,111.36
3.11,3.02,4.33,51.48,64.67,69.71
4.01,4.47,0.9,72.16,96.21,107.89
1.14,8.71,0.77,79.7,67.09,85.57
5.76,4.2,0.52,63.87,77.08,113.4
6.55,3.4,4.33,54.36,90.32,112.92
4.59,7.41,0.76,79.05,71.9,114.46
7.46,7.17,4.22,75.35,86.1,137.27
3.08,5.93,4.78,88.14,66.63,89.07
3.55,6.07,4.62,69.93,71.34,90.39
4.88,6.09,3.07,54.88,93.68,109.97
2.2,7.16,4.4,96.23,76.33,91.88
7.82,5.99,3.11,75.38,90.75,141.09
4.28,5.06,4.13,55.29,61.03,86.41
6.08,7.06,3.77,72.34,50.43,110.26
6.39,4.55,2.95,99.42,50.57,115.28
1.76,5.58,2.97,77.31,95.39,88.0
2.43,7.0,0.28,51.27,66.81,84.4
5.04,8.37,1.1,85.33,84.02,127.48
7.79,4.04,3.51,62.2,71.52,122.43
2.76,4.27,1.97,94.38,88.73,97.5
3.14,8.12,3.1,82.24,59.75,95.02
3.04,8.3,4.72,63.92,88.83,97.53
1.39,6.18,3.63,96.01,65.03,78.63
3.05,3.42,2.72,94.7,75.7,90.98
4.14,5.86,3.72,67.87,71.47,96.34
3.9,4.9,1.2,69.01,53.71,89.58
4.21,8.22,4.0,89.42,65.74,107.69
4.43,5.71,3.29,79.48,96.74,112.97
4.32,5.13,4.3,62.73,90.83,100.83
3.71,3.93,2.15,55.3,81.87,90.18
3.58,3.29,3.35,64.79,61.38,79.42
5.34,5.09,2.06,71.67,90.69,117.01
3.36,6.35,1.75,76.62,59.73,92.7
1.81,7.92,1.63,62.63,65.87,81.96
4.75,5.86,0.51,57.83,62.77,101.79
2.61,4.64,3.85,77.81,89.0,88.63
2.52,5.27,1.2,78.04,53.87,81.09
5.22,5.2,3.19,91.85,58.71,107.23
7.86,5.4,0.95,66.51,75.4,135.14
7.89,8.79,4.31,53.03,74.56,134.47
4.94,5.82,4.9,52.16,55.38,89.94
3.08,3.53,1.89,70.95,73.05,85.07
5.63,8.79,1.37,51.95,73.71,119.41
5.13,4.35,3.73,90.68,54.54,100.81
4.05,4.12,1.28,83.92,59.73,95.32
7.8,4.14,2.43,76.12,56.13,123.1
6.94,7.87,2.72,59.44,60.55,122.7
3.64,7.52,4.16,51.85,66.96,89.33
4.79,6.97,1.72,68.61,60.97,105.6
4.54,3.01,0.54,93.42,77.64,107.88
1.55,4.19,3.89,87.43,65.31,71.08
4.68,8.43,0.46,77.73,81.94,122.58
7.42,7.07,4.47,96.65,79.73,139.92
3.74,4.39,2.35,99.67,65.45,98.22
4.88,8.48,4.36,74.83,55.15,105.14
4.97,8.03,0.21,77.38,83.37,124.93
5.3,5.54,4.91,80.74,59.6,102.52
2.22,5.69,0.24,75.45,94.58,97.09
3.93,4.53,1.02,91.17,64.68,100.11
3.88,5.11,1.21,84.66,60.99,97.61
5.49,5.73,1.45,70.39,91.21,121.27
3.24,6.8,3.31,82.08,68.66,95.0
3.35,6.64,0.64,87.67,68.66,102.54
7.66,4.14,1.25,51.95,93.6,131.91
3.85,8.43,3.6,55.77,68.4,96.81
3.67,6.52,0.35,83.51,85.65,111.22
1.03,8.06,1.21,99.14,73.14,89.98
6.07,7.54,0.82,82.68,91.95,137.23
2.41,8.71,2.0,83.75,79.9,100.88
3.38,3.13,4.59,54.99,78.38,78.5
2.76,6.53,2.02,90.34,80.15,99.58
6.63,4.19,4.62,97.41,71.46,120.83
4.37,4.3,0.86,88.79,75.27,107.26
6.3,6.12,1.25,97.05,77.8,132.82
5.17,4.75,1.91,73.02,69.13,106.55
3.58,3.65,2.73,64.09,74.85,86.84
1.61,6.48,4.48,63.14,80.01,75.9
5.42,6.51,4.32,58.17,68.12,104.37
4.11,6.09,2.09,69.85,84.53,105.8
5.26,5.98,0.1,81.6,96.93,128.32
1.14,7.55,1.11,75.5,52.6,74.41
5.73,7.4,1.41,82.23,65.21,121.68
1.32,8.26,4.93,53.83,65.29,69.04
7.63,6.69,3.25,90.6,96.36,147.98
3.39,5.0,0.34,77.67,73.62,97.6
7.21,4.41,0.86,72.61,58.54,121.57
4.27,6.53,4.35,83.57,73.97,103.94
2.01,8.93,4.35,61.54,72.79,83.78
4.72,8.68,4.86,93.06,78.95,118.32
5.77,6.11,0.71,76.43,75.48,122.0
5.05,7.46,4.05,86.87,76.66,116.48
4.21,6.8,2.03,87.83,62.11,105.41
1.22,8.3,4.77,73.77,78.14,79.75
2.97,3.34,4.17,52.57,88.34,79.48
5.36,5.59,2.32,91.81,57.67,110.98
1.96,7.79,3.29,84.78,53.8,81.33
7.01,5.53,3.2,84.99,65.51,124.96
3.27,8.08,2.49,65.69,76.86,99.1
7.29,6.86,4.42,50.89,96.1,131.04
2.45,7.64,0.83,52.5,95.57,97.32
5.81,5.03,3.29,76.14,74.41,113.43
2.4,3.26,3.3,53.64,76.51,71.48
3.56,5.51,3.5,58.78,90.8,95.56
7.39,7.46,1.64,68.36,81.35,138.64
7.93,3.89,2.52,63.51,94.79,135.0
5.64,4.64,4.12,88.51,51.83,103.74
1.96,7.43,3.41,91.24,90.17,96.58
2.15,3.41,4.2,94.1,57.1,72.25
7.14,6.14,0.35,92.65,68.79,137.25
2.04,8.9,0.44,85.84,53.99,91.55
3.06,7.3,0.27,56.63,53.7,87.36
2.53,3.81,4.77,51.17,75.94,70.44
2.64,8.1,2.08,67.7,92.87,101.34
7.08,6.53,2.74,67.06,60.87,122.28
5.16,4.97,3.2,73.89,80.79,109.44
3.43,6.41,1.06,72.71,78.04,101.0
2.74,3.1,2.97,57.69,63.18,70.56
5.66,7.78,3.97,73.97,71.05,116.98
5.59,5.01,0.59,56.0,75.5,111.13
3.7,3.57,4.19,55.0,61.42,76.65
3.28,5.06,1.43,90.31,91.08,105.33
2.86,6.95,3.12,50.36,67.84,82.57
7.83,7.23,1.7,78.18,63.46,137.59
4.91,8.45,0.54,85.89,73.05,123.46
2.56,8.55,0.69,91.25,65.43,100.87
2.19,8.38,3.83,75.16,70.67,88.03
2.52,3.26,4.51,63.88,73.05,71.82
1.76,3.33,1.68,62.4,66.05,67.56
6.16,7.35,4.41,51.07,84.12,117.63
7.53,3.95,3.95,74.68,61.49,118.71
5.43,3.3,2.22,59.54,70.22,100.3
4.92,4.36,4.95,93.58,72.49,104.55
5.24,4.52,0.72,76.65,64.42,108.02
3.34,4.88,4.82,64.12,73.51,83.64
1.79,4.1,0.55,53.62,84.68,77.23
6.67,5.25,1.92,70.95,93.73,130.74
2.85,6.13,0.73,73.97,79.29,96.53
7.06,8.06,1.2,58.21,65.9,129.17
2.45,7.15,4.69,69.54,77.82,86.07
7.8,6.38,3.27,84.95,74.37,138.01
2.86,8.9,4.66,85.76,73.48,98.25
2.65,6.67,3.67,65.3,93.8,93.66
3.49,6.72,0.81,71.87,74.88,101.49
5.57,3.63,4.49,53.1,69.48,95.76
5.62,4.97,4.87,73.38,62.87,102.93
5.12,8.6,2.42,61.43,57.62,108.55
2.3,6.65,2.05,89.7,68.14,90.75
2.76,3.66,2.38,74.7,79.95,85.48
2.98,6.02,0.4,76.04,97.07,105.75
2.42,7.19,2.98,53.5,78.94,84.99
1.57,3.43,1.04,74.04,88.28,79.85
3.63,3.25,4.4,68.5,71.63,82.8
2.72,5.78,0.06,95.1,62.94,95.38
1.84,5.57,4.22,88.0,91.11,87.69
7.37,4.82,0.36,88.46,81.62,139.25
4.91,7.89,3.33,77.84,90.66,120.81
3.01,5.85,1.27,91.19,55.01,91.46
5.44,3.61,4.64,59.55,76.5,99.02
6.83,3.75,0.24,92.61,52.29,120.95
1.2,7.36,4.88,68.16,68.45,70.95
6.45,8.91,3.14,57.51,52.27,116.67
5.16,3.58,2.67,89.76,50.57,99.04
6.24,7.23,2.66,63.77,52.74,112.74
3.76,7.38,4.93,66.87,69.63,94.01
6.16,5.25,3.06,56.78,83.24,115.41
6.24,4.52,0.42,96.01,60.87,122.05
4.53,8.5,3.3,80.04,89.73,119.57
6.51,6.12,4.56,91.45,96.43,133.86
1.07,5.71,1.2,77.46,91.59,84.21
1.13,7.17,3.92,96.16,85.63,86.96
2.73,4.51,4.23,88.15,74.02,85.71
4.29,4.57,2.26,78.45,92.84,108.52
7.17,5.96,3.97,73.89,95.07,134.67
4.46,4.33,3.1,85.81,97.98,111.88
2.08,5.18,1.48,93.04,64.19,84.85
6.53,7.75,3.74,50.78,74.45,119.59
6.68,5.42,3.8,89.54,67.45,122.58
6.42,4.49,3.49,81.67,81.02,121.21
4.59,5.01,3.21,57.64,58.42,90.55
4.78,4.9,2.65,88.53,61.61,103.61
7.02,5.72,3.08,60.47,94.67,130.17
7.97,6.36,1.63,92.08,76.9,145.91
3.65,8.37,2.4,54.17,87.91,104.59
4.64,7.1,1.97,59.43,83.86,110.46
1.63,5.98,2.77,78.16,50.67,70.8
3.12,4.89,1.75,66.2,78.6,90.51
4.01,7.03,4.84,79.54,63.55,96.83
4.71,8.79,1.77,95.57,96.77,132.62
1.01,3.36,3.4,97.38,77.49,72.59
1.7,3.42,3.69,64.7,83.72,71.1
6.92,7.82,2.61,96.58,77.94,140.64
7.35,3.56,0.42,76.8,95.3,137.15
6.88,7.02,2.04,65.02,60.42,122.61
5.2,7.68,1.41,64.81,68.34,113.82
4.24,8.46,1.09,50.27,64.85,102.41
5.08,4.04,0.69,88.66,76.83,113.8
3.44,5.61,3.69,78.36,94.24,101.61
5.66,3.49,4.63,58.85,70.56,98.07
5.74,3.82,4.95,51.18,93.86,106.11
6.83,8.0,1.37,77.85,73.39,135.48
5.83,4.59,1.52,60.5,55.85,103.7
3.48,3.88,3.27,96.64,70.47,93.58
3.27,7.93,0.38,74.12,57.27,97.67
3.83,7.7,0.49,72.85,62.91,103.61
3.96,5.26,1.96,67.61,77.88,98.97
5.84,7.63,1.48,57.73,70.03,117.77
5.67,4.24,3.26,82.98,59.91,106.13
2.82,3.74,4.47,54.02,70.42,72.03
2.49,4.2,3.54,73.85,74.58,79.94
4.52,7.63,4.52,84.97,76.09,110.48
3.02,7.99,4.35,82.97,58.46,90.77
1.7,5.04,0.55,94.52,61.99,82.52
5.51,8.83,4.81,56.43,81.9,116.16
3.38,6.78,0.79,88.52,80.46,107.89
5.42,3.65,3.12,78.08,61.61,101.53
7.35,7.89,0.73,73.03,76.54,140.87
5.28,5.54,4.74,51.99,67.78,97.4
3.43,7.1,4.9,95.69,78.78,102.64
3.1,5.23,1.02,53.59,60.38,81.73
2.11,4.58,3.81,83.07,77.3,80.95
4.4,6.98,0.41,96.87,86.85,123.56
4.28,5.7,1.36,93.97,94.48,118.87
3.57,5.2,0.85,74.02,60.31,92.35
2.56,4.7,4.31,50.39,74.39,73.38
4.58,5.45,0.54,90.04,61.14,107.92
3.08,8.11,3.01,73.43,78.35,99.42
4.08,8.45,3.34,83.71,92.64,117.55
2.82,7.59,1.45,56.49,54.26,83.91
7.68,8.52,1.64,83.64,63.36,141.82
6.34,8.87,1.06,65.91,54.05,122.95
2.38,4.46,3.25,54.92,50.53,64.95
7.66,3.32,0.3,72.91,54.45,121.99
7.07,8.88,0.98,95.26,66.5,143.5
7.38,7.94,4.1,85.39,74.63,137.49
3.26,4.99,3.12,87.15,97.36,103.14
6.2,3.8,2.87,51.28,62.95,102.06
5.52,7.56,1.4,86.7,60.99,120.0
4.0,8.71,3.78,94.02,80.17,114.81
5.04,7.86,0.76,75.19,97.32,128.86
6.41,5.13,3.77,86.44,93.01,128.7
2.91,5.44,1.59,60.74,55.8,79.86
5.48,8.03,1.19,50.32,81.39,118.72
6.02,6.68,4.38,77.19,86.26,123.13
7.07,6.98,1.28,57.59,70.35,127.42
7.75,8.19,0.89,94.31,90.21,156.94
1.07,3.03,1.36,65.75,66.18,62.2
1.74,8.91,3.74,87.65,86.34,95.78
4.42,6.15,0.42,57.29,94.97,112.54
2.42,7.23,3.53,54.02,78.18,83.88
2.79,8.3,1.98,54.93,64.81,88.48
5.65,4.85,3.59,66.01,79.11,109.66
2.35,5.17,3.68,63.25,75.67,78.54
1.46,3.2,2.11,55.13,92.11,71.89
5.14,7.51,1.61,70.72,97.61,125.82
7.89,7.04,1.02,78.36,78.86,145.14
3.14,5.54,3.92,95.59,91.61,102.4
7.75,8.68,4.93,89.86,52.51,133.87
5.1,8.32,3.5,68.52,75.37,114.59
2.86,3.81,4.84,54.22,56.01,66.19
3.51,4.29,1.85,61.33,76.48,89.73
4.91,6.44,3.87,92.77,64.09,109.26
4.31,6.12,2.77,98.65,67.98,108.38
1.12,5.04,1.33,94.65,67.21,77.76
6.96,7.52,1.59,91.05,94.25,147.0
5.48,7.91,3.15,93.19,54.89,116.64
4.65,6.96,0.84,77.55,97.59,123.33
3.32,8.98,2.11,98.92,72.36,111.2
1.67,5.25,1.12,94.42,77.12,87.73
6.0,5.21,2.05,63.65,91.92,121.38
7.53,7.12,0.1,60.66,89.46,142.86
1.71,4.12,1.56,55.09,94.46,78.91
6.86,4.99,1.59,83.83,56.98,121.43
5.71,4.86,3.22,76.91,90.95,118.96
4.08,6.88,0.01,81.87,57.37,104.86
7.19,4.34,4.27,66.11,60.1,113.05
7.31,5.89,4.68,52.29,90.03,125.75
7.23,7.9,2.27,83.79,90.06,145.36
3.47,4.05,4.0,87.23,85.44,95.7
1.06,8.01,1.68,78.63,65.47,79.97
1.42,5.59,2.11,82.03,93.1,87.22
2.01,4.73,1.96,95.01,67.78,84.0
1.63,7.28,3.84,68.39,74.12,78.94
4.48,6.46,4.8,78.89,59.41,97.5
3.62,8.26,4.95,73.19,90.59,105.61
3.55,3.96,2.77,97.79,89.93,103.57
3.76,4.44,3.27,63.57,58.33,82.98
5.24,4.14,3.36,93.11,55.55,103.02
5.05,6.66,4.71,61.66,85.22,108.6
5.63,7.11,4.74,97.18,94.96,129.69
4.54,7.36,0.07,81.26,95.31,125.32
5.51,8.72,3.73,53.44,71.09,112.71
6.34,4.78,2.16,78.96,97.45,129.79
4.11,6.89,1.97,84.26,70.79,107.36
1.19,7.46,4.29,88.35,91.09,87.41
1.3,7.38,3.57,67.76,64.6,72.88
1.88,5.73,0.21,63.96,58.61,76.29
2.86,5.43,2.99,88.55,67.57,89.69
4.24,4.88,0.54,93.58,53.49,101.21
5.62,6.98,0.71,55.74,75.81,117.17
6.23,5.98,0.9,65.07,82.67,124.78
7.8,6.3,0.52,59.35,61.55,130.46
5.31,4.42,3.02,56.01,57.8,94.94
5.95,6.4,1.17,85.23,70.27,124.12
1.77,8.26,4.73,71.41,82.44,85.69
7.52,8.09,4.26,61.66,91.52,138.54
3.14,7.54,1.97,72.95,52.09,89.66
4.6,6.32,2.62,68.53,61.93,100.47
7.36,5.6,2.48,53.72,67.19,121.02
1.57,3.91,0.7,78.23,76.58,78.53
1.63,3.06,2.43,53.04,61.42,59.5
6.64,7.34,2.86,65.14,97.71,134.7
6.88,8.99,0.64,89.23,55.67,136.66
1.93,3.87,4.76,85.65,66.29,71.69
6.05,8.38,3.16,56.71,55.04,112.26
3.11,3.48,2.73,89.32,59.86,83.76
1.88,7.69,0.01,77.76,76.27,93.79
5.35,5.82,3.61,82.16,77.02,113.9
1.1,4.72,1.34,58.76,60.45,63.16
7.51,4.82,1.5,85.68,70.82,133.09
7.43,7.2,2.13,67.79,51.4,125.13
5.75,4.83,4.33,65.56,86.87,112.0
6.0,5.95,1.26,88.38,63.89,121.37
5.47,4.22,0.91,81.14,74.69,114.29
7.43,7.14,2.03,62.65,79.89,134.94
7.94,5.06,4.77,96.18,60.57,130.22
2.15,5.11,3.05,86.34,97.67,93.55
1.16,7.12,4.4,95.86,97.6,90.77
2.58,6.46,1.59,79.03,87.9,98.26
3.49,8.74,0.62,65.58,76.92,106.86
7.78,7.9,2.71,52.0,91.63,140.6
5.66,3.72,4.92,55.73,95.17,107.08
5.71,8.5,4.5,61.27,56.14,108.71
7.49,4.21,1.38,59.9,60.68,119.55
6.28,3.86,2.99,93.6,94.23,127.93
2.12,4.98,3.67,94.04,88.1,90.12
4.04,7.27,1.83,76.34,53.55,98.81
2.87,8.32,0.32,52.9,89.06,101.69
2.24,7.05,3.46,84.81,84.29,93.55
6.6,6.3,2.55,69.17,66.61,120.64
7.9,7.97,1.18,96.85,80.01,153.72
3.63,6.0,2.25,60.63,95.94,102.76
1.84,8.54,2.7,70.62,60.4,82.16
5.49,4.54,4.04,85.26,65.61,106.76
1.52,6.85,0.1,92.98,51.44,82.48
7.16,8.16,2.49,84.27,66.42,135.78
5.06,4.42,1.37,89.33,90.7,119.11
7.03,8.59,2.4,84.55,54.82,131.5
6.35,8.31,0.02,77.58,96.03,143.73
6.19,4.22,0.24,82.99,83.85,126.36
1.65,8.1,0.07,75.3,74.4,91.39
6.2,4.08,4.41,95.6,83.91,121.46
7.48,3.37,2.31,88.41,96.98,138.13
5.27,4.02,0.84,81.71,64.83,108.21
4.61,6.61,0.72,55.2,68.09,103.71
6.55,7.01,2.14,91.31,69.2,130.8
4.94,8.61,1.63,85.68,73.57,122.13
1.92,8.11,4.53,55.79,86.15,83.73
7.51,5.2,1.64,75.56,57.98,125.79
2.03,7.12,3.42,68.23,76.08,83.74
7.66,8.23,4.31,58.38,96.6,141.11
2.91,8.3,1.02,53.43,89.55,100.93
6.01,7.22,1.89,93.71,60.28,124.18
7.8,4.87,4.19,75.74,65.83,125.48
2.58,3.08,0.74,59.91,52.23,69.88
3.17,7.23,2.75,90.94,66.57,98.6
4.33,4.64,1.76,90.74,67.68,103.64
1.5,8.82,2.9,80.91,83.51,91.88
3.13,7.52,3.8,77.87,54.58,88.28
3.47,5.1,3.53,92.96,53.19,88.61
7.65,6.36,0.95,97.19,78.72,146.69
3.8,7.31,1.73,65.3,79.76,104.16
6.06,7.71,4.61,95.2,70.35,125.11
2.57,8.1,2.27,89.0,69.66,97.48
5.27,8.34,2.57,96.7,63.89,121.89
3.23,4.31,4.05,90.51,54.38,82.82
7.54,4.52,1.69,68.52,94.38,136.32
6.74,3.28,2.08,80.64,93.57,127.93
1.68,3.4,4.19,57.7,52.27,55.16
3.73,8.04,3.05,80.74,58.38,99.12
3.87,4.81,2.65,87.84,84.48,104.06
1.65,4.24,0.04,90.78,51.39,75.25
1.53,5.39,4.0,51.52,68.65,64.83
2.61,5.04,1.1,90.25,92.28,100.42
2.58,6.27,3.22,57.45,58.51,76.23
1.8,8.16,2.59,69.6,58.23,79.69
4.77,7.49,0.21,56.28,55.86,104.23
2.15,7.71,4.7,77.27,97.95,95.4
4.21,6.57,3.71,76.14,70.99,101.46
4.04,3.29,1.63,62.57,53.69,83.23
2.55,5.69,4.07,93.68,86.18,94.45
1.01,4.02,4.55,66.86,51.51,52.71
6.4,5.95,3.24,90.05,93.98,133.55
7.54,6.84,1.73,67.94,67.59,132.39
4.4,7.19,1.6,67.96,67.25,105.27
2.39,7.52,3.19,66.87,76.63,88.36
2.43,5.36,3.14,75.29,97.66,93.28
7.55,8.62,1.82,58.2,72.89,136.76
5.71,3.76,1.15,99.01,56.36,112.56
1.44,6.39,0.45,80.42,50.78,75.66
2.64,6.56,2.83,57.82,70.96,83.54
3.71,4.65,3.71,87.91,51.94,87.05
4.22,8.78,4.19,83.96,60.98,105.46
6.71,4.33,3.83,93.48,80.66,125.99
3.59,7.89,4.92,78.39,93.7,107.15
6.31,3.61,3.08,62.29,73.44,109.51
2.25,5.63,4.98,93.51,84.69,89.12
3.03,7.42,4.06,56.39,73.3,87.63
4.38,6.2,0.65,80.88,51.28,101.51
5.32,7.23,2.18,69.88,64.34,111.91
5.8,4.75,3.4,98.62,65.46,115.46
6.6,8.97,0.61,68.57,60.88,130.05
5.87,6.19,3.29,59.22,73.92,112.13
3.94,7.58,1.86,61.07,65.04,98.84
7.13,5.57,3.67,81.67,70.72,126.36
2.01,3.51,0.72,95.8,74.17,85.62
3.19,3.28,0.5,97.68,86.75,101.57
3.01,3.77,3.24,58.16,71.37,77.88
4.87,7.2,3.95,99.32,62.71,112.43
6.77,8.72,1.62,97.48,67.32,140.04
1.95,6.02,4.31,97.87,95.92,94.74
5.99,5.03,1.47,95.44,76.96,125.48
5.64,7.47,0.23,61.09,88.58,126.42
2.71,4.68,1.45,99.55,63.03,90.59
3.82,7.28,0.23,59.18,62.0,98.34
6.6,6.87,0.83,57.97,84.48,129.5
5.44,5.74,2.81,54.15,90.13,112.87
4.75,3.39,3.87,52.91,66.21,87.5
5.1,5.42,0.94,99.2,80.71,122.3
6.97,4.35,3.69,95.51,81.43,129.63
7.43,6.31,0.58,81.86,73.57,138.61
3.47,4.44,0.42,99.82,67.52,100.68
1.1,8.71,4.28,90.36,74.84,84.55
2.86,4.31,4.28,86.56,82.32,88.96
2.51,6.03,2.9,93.98,53.42,84.45
3.64,3.9,0.96,50.58,87.93,92.91
4.49,3.26,0.04,68.65,60.47,94.93
3.18,7.38,0.49,67.41,80.21,102.03
5.97,6.18,0.18,74.4,73.56,123.69
1.42,3.12,3.58,74.11,71.76,65.92
1.11,5.73,4.35,75.57,64.39,66.89
3.24,7.39,0.54,68.87,77.57,101.94
7.94,7.19,4.48,71.13,77.18,136.29
4.96,7.13,0.12,79.55,84.86,123.63
4.39,4.2,2.72,82.11,97.43,110.25
7.23,3.44,3.28,99.19,86.5,133.18
1.17,5.53,3.85,78.55,96.08,81.45
7.93,8.47,4.35,64.98,69.07,135.18
6.54,7.56,2.31,68.83,87.83,132.66
7.48,7.9,3.92,90.96,70.11,138.5
3.28,6.81,1.62,59.71,92.42,101.56
2.93,8.71,0.14,87.4,89.0,114.04
5.76,6.25,0.14,66.19,90.88,126.48
4.25,5.38,3.0,92.18,90.05,112.1
3.11,8.53,3.93,84.02,62.77,96.05
3.29,8.94,0.65,82.13,74.5,109.6
5.2,7.07,1.0,54.0,91.87,118.93
4.65,7.18,3.61,54.53,56.77,95.2
1.52,4.67,2.16,92.57,81.11,83.55
7.84,8.06,3.53,71.81,50.37,129.36
5.38,8.9,0.85,70.78,94.2,132.36
6.34,7.26,1.41,77.5,84.61,133.13
1.2,6.14,0.84,70.79,93.05,86.03
2.19,3.32,2.59,83.34,87.23,84.38
2.07,6.47,2.12,53.03,50.89,70.09
7.8,5.96,4.96,95.18,63.78,132.21
5.91,7.13,2.75,83.51,91.11,130.58
4.67,6.51,3.8,55.33,81.25,103.05
6.15,8.3,2.57,82.98,50.35,120.13
7.23,6.06,2.56,78.99,89.8,137.73
5.27,7.21,3.49,60.71,55.68,102.52
1.34,6.68,2.88,78.11,72.32,78.68
4.06,7.38,3.35,81.12,71.02,104.75
2.37,3.17,1.66,92.3,56.69,77.87
3.88,7.68,4.2,67.3,53.17,90.97
5.63,4.29,2.28,82.38,55.8,105.97
1.58,5.87,2.5,65.69,93.58,83.95
4.29,3.59,0.75,71.75,95.58,107.67
7.29,4.58,3.72,98.0,58.86,124.86
3.83,7.83,4.35,66.93,81.23,101.82
5.92,8.56,4.06,64.51,71.36,118.76
7.81,3.52,3.99,96.33,73.99,131.37
3.33,3.86,2.29,75.79,76.63,90.36
4.69,7.46,3.37,86.63,81.35,116.35
4.73,8.68,0.84,64.94,87.69,121.49
4.89,4.34,3.56,51.75,64.22,91.12
6.76,4.93,4.08,89.4,67.99,121.48
2.23,5.16,3.56,82.63,61.67,77.87
2.82,5.8,4.17,63.16,82.54,86.44
6.92,6.69,4.21,90.07,88.8,136.45
6.34,3.1,4.48,87.33,78.24,114.89
7.42,5.01,3.83,71.47,78.03,126.78
5.03,3.34,0.33,55.61,63.56,96.73
7.58,6.51,1.77,73.82,92.29,143.28
3.88,3.94,3.87,57.82,64.42,82.16
3.34,8.98,2.76,70.84,53.24,94.02
1.82,3.87,4.6,97.12,76.0,78.31
4.31,3.22,0.71,96.22,69.1,103.53
3.85,6.25,3.61,95.58,74.89,104.8
6.26,3.03,1.64,77.89,88.14,120.76
2.91,8.04,4.2,52.23,63.25,82.92
1.58,8.85,1.4,62.51,97.94,95.92
6.93,3.6,0.35,81.23,70.89,125.19
5.23,6.99,1.36,90.32,59.95,116.38
1.12,8.87,1.64,64.55,65.56,78.99
7.69,8.97,1.38,92.62,59.06,144.73
1.34,4.93,3.15,54.4,92.36,73.79
6.73,5.68,2.73,97.68,51.34,121.96
1.31,8.41,0.02,74.72,70.51,87.58
7.18,4.42,0.01,68.48,53.52,119.85
6.11,5.02,4.12,68.98,56.23,105.0
7.39,7.37,0.31,81.6,73.56,141.87
1.85,8.22,3.67,61.72,50.07,72.47
5.09,5.62,0.68,65.21,96.3,119.44
4.52,4.77,0.27,95.24,79.88,114.98
5.14,3.29,4.99,72.28,59.97,91.8
4.22,8.38,0.64,51.79,62.31,102.32
1.26,6.27,1.53,86.63,79.56,84.91
6.19,4.18,0.61,98.93,64.16,122.36
2.67,4.17,4.48,92.12,68.94,82.84
1.47,5.51,4.25,85.29,93.3,84.21
6.85,8.97,0.78,94.92,58.79,138.98
3.21,3.16,3.49,79.9,96.22,93.85
3.95,3.88,4.12,93.11,92.91,104.04
5.41,6.64,2.6,73.05,87.12,120.19
7.42,6.52,0.47,58.9,77.0,133.91
5.1,8.21,3.28,81.71,87.34,123.44
7.88,7.55,4.76,86.96,63.73,135.6
1.36,8.91,0.93,82.06,74.4,91.51
4.96,6.89,3.0,64.73,53.81,100.29
5.08,7.76,0.1,56.37,79.58,117.51
1.42,5.02,1.18,70.21,72.02,75.35
1.15,6.65,4.15,67.48,74.57,72.08
5.82,8.37,3.0,87.63,61.68,122.45
